row_id,sentiment_text,ground_truth,final_text_style_b,swn_sentiment
458,#IRANWAR IS #LOST!’: #Geopolitical Expert Says #Trump CAUGHT in ‘SCALATION TRAP’ | Kyle Kulinski Show #SecularTalk #yt https://www.youtube.com/watch?v=db2GEM-N44o,neutral,be expert say caught in scalation trap kyle kulinski show httpswwwyoutubecomwatchvdbgemno,Positive
459,"The images coming from Iran today are heartbreaking. Buildings destroyed, people trapped under rubble, and families forced to run from their homes.Many voices around the world accuse Israel and the United States of carrying out a military campaign that is causing immense suffering for civilians. Wars between governments should never destroy the lives of innocent people.If humanity wants a future of peace, it must reject wars that treat human lives as collateral damage.#IranWar #IranIsraelWar",negative,the image come from iran today be heartbreaking building destroy people trap under rubble and family force to run from their homesmany voice around the world accuse israel and the united state of carry out a military campaign that be cause immense suffering for civilian war between government should never destroy the life of innocent peopleif humanity want a future of peace it must reject war that treat human life a collateral damage,Neutral
460,AUKUS in the Crosshairs? 3 Aussies were on the sub that sank the IRIS Dena. https://english.mathrubhumi.com/news/world/albanese-confirms-australian-personnel-us-submarine-iranian-ship-sinking-iris-dena-ysvwuu51?utm_source=dlvr.it&amp;utm_medium=mastodon #AUKUS #AnthonyAlbanese #USNavy #IRISDena #IranWar,neutral,aukus in the crosshairs aussie be on the sub that sink the iris dena httpsenglishmathrubhumicomnewsworldalbaneseconfirmsaustralianpersonnelussubmarineiranianshipsinkingirisdenaysvwuuutm_sourcedlvritamputm_mediummastodon,Neutral
461,"Yikes on targeting of hotels. Imagine transiting through Dubai, stuck at the airport... into a hotel that gets hit.The Conversation: Iran’s targeting of airport, ports and hotels in reaction to US strikes has forced Gulf nations onto front lines of a war they want no part inhttps://theconversation.com/irans-targeting-of-airport-ports-and-hotels-in-reaction-to-us-strikes-has-forced-gulf-nations-onto-front-lines-of-a-war-they-want-no-part-in-277208#iranwar",negative,yikes on target of hotel imagine transit through dubai stick at the airport into a hotel that get hitthe conversation iran target of airport port and hotel in reaction to u strike have force gulf nation onto front line of a war they want no part inhttpstheconversationcomiranstargetingofairportportsandhotelsinreactiontousstrikeshasforcedgulfnationsontofrontlinesofawartheywantnopartin,Neutral
462,"Before breaking US Marine Brian McGinnis&#39;s arm and violating his 1st Amendment rights, here&#39;s U.S. Senator Tim Sheehy (R-Montana) during a December 2024 trip to Israel, shortly after his election. This has been described in various sources as his &quot;first official act&quot; as senator.#OperationEpsteinFury #IranWar #USIranWar #OIL #OpreationIranLiberation https://www.youtube.com/shorts/zMJ8gYDPOC0",neutral,before break u marine brian mcginniss arm and violate his st amendment right heres u senator tim sheehy rmontana during a december trip to israel shortly after his election this have be describe in various source a his first official act a senator httpswwwyoutubecomshortszmjgydpoc,Neutral
463,"&#39;Too Late!&#39; Trump says Iran is calling for a deal, but U.S. wants to &#39;fight more.&#39; https://english.mathrubhumi.com/news/world/trump-iran-negotiation-ultimatum-operation-epic-fury-day-6-updates-w0y7xkcf?utm_source=dlvr.it&amp;utm_medium=mastodon #Trump #IranWar #OperationEpicFury",negative,too late trump say iran be call for a deal but u want to fight more httpsenglishmathrubhumicomnewsworldtrumpirannegotiationultimatumoperationepicfurydayupdateswyxkcfutm_sourcedlvritamputm_mediummastodon,Neutral
464,What best captures your thoughts on the United States submarine torpedoing the Iranian Navy ship in international waters near Sri Lanka? #IranWar,neutral,what best capture your thought on the united state submarine torpedo the iranian navy ship in international water near sri lanka,Neutral
465,RE: https://mastodon.social/@Neptune_p_g/116166066754650373#artofthedeal #IRANWAR,neutral,httpsmastodonsocial,Neutral
466,"Strategic Standoff • The Iranian Anti Ship Missile threat to US Navy CarriersThe traditional naval battle in the Persian Gulf is over, and the results are clear: Iran’s conventional surface fleet has been decimated. .#trump #Military #Tech #USNavy #Future #Warfare #DefenseNews #weapons #navy #naval #innovation#science #news #IsraelIranConflict #IranWar #MiddleEastCrisis #OperationEpicFury https://www.youtube.com/watch?v=w2rTOjKTuxY",negative,strategic standoff the iranian anti ship missile threat to u navy carriersthe traditional naval battle in the persian gulf be over and the result be clear iran conventional surface fleet have be decimate httpswwwyoutubecomwatchvwrtojktuxy,Neutral
467,"Wall Street&#39;s major indexes tumbled as escalating U.S.-Iran conflict fears drove oil prices 8.5% higher, with the Dow plunging 1.61% in its steepest single-day decline since April 2025 amid concerns over potential Middle East war expansion and global economic impact#YonhapInfomax #DowJones #IranWar #OilPrices #MiddleEastConflict #MarketVolatility #Economics #FinancialMarkets #Banking #Securities #Bonds #StockMarket https://en.infomaxai.com/news/articleView.html?idxno=108386",negative,wall street major index tumble a escalate usiran conflict fear drive oil price higher with the dow plunging in it steep singleday decline since april amid concern over potential middle east war expansion and global economic impact httpseninfomaxaicomnewsarticleviewhtmlidxno,Neutral
468,It's not just #gasoline. Expect your #energy  bills to go up thanks to Trump’s #IranWar. https://insideclimatenews.org/news/05032026/iran-war-lng-utility-bills/,neutral,it not just expect your bill to go up thanks to trump httpsinsideclimatenewsorgnewsiranwarlngutilitybills,Neutral
469,"At least 13 hospitals and health facilities hit during attacks on Iran, WHO says.https://www.theguardian.com/global-development/2026/mar/05/at-least-dozen-hospital-and-health-facilities-in-iran-hit-since-us-israel-attacks-began-who-says#usa #iran #iranwar #news #warcrimes",negative,at least hospital and health facility hit during attack on iran who sayshttpswwwtheguardiancomglobaldevelopmentmaratleastdozenhospitalandhealthfacilitiesiniranhitsinceusisraelattacksbeganwhosays,Neutral
470,"&quot;The Snake&quot; President Donald Trump reading a poem at a &quot;Make America Great Again&quot; rally in Harrisburg, Pennsylvania, on April 29, 2017 to mark his 100th day in office. #OperationEpsteinFury #IranWar #USIranWar #OIL #OpreationIranLiberation #Trump",neutral,the snake president donald trump read a poem at a make america great again rally in harrisburg pennsylvania on april to mark his th day in office,Neutral
471,Trump: US should have role in choosing Iran&#39;s next leaderUS President Donald Trump has said that he wants the United States to play a role in choosing Iran&#39;s next supreme leader.https://www.rte.ie/news/middle-east/2026/0305/1561726-iran-war/#Iran #Trump #IranWar #News #IranNews #USANews #USA,neutral,trump u should have role in choose iran next leaderus president donald trump have say that he want the united state to play a role in choose iran next supreme leaderhttpswwwrteienewsmiddleeastiranwar,Neutral
472,Al Jazeera investigation: Iran girls’ school targeting likely ‘deliberate’.https://www.aljazeera.com/news/2026/3/3/questions-over-minab-girls-school-strike-as-israel-us-deny-involvement#usa #iran #iranwar #news,neutral,al jazeera investigation iran girl school target likely deliberatehttpswwwaljazeeracomnewsquestionsoverminabgirlsschoolstrikeasisraelusdenyinvolvement,Neutral
473,"Liberal MPs to hold call Friday as caucus raises concerns about Carney's shifting Iran positionForeign Affairs Minister Anita Anand is set to brief Liberal MPs on Friday morning about the government's position on the war that has now engulfed Iran and surrounding countries in the Middle East, after some both privately and publicly raised concerns about Prime Minister Mark Carney's initial statement regarding the ...https://www.cbc.ca/news/politics/carney-iran-liberal-caucus-9.7116694?cmp=rss",neutral,liberal mp to hold call friday a caucus raise concern about carneys shift iran positionforeign affair minister anita anand be set to brief liberal mp on friday morning about the government position on the war that have now engulf iran and surround country in the middle east after some both privately and publicly raise concern about prime minister mark carneys initial statement regard the httpswwwcbccanewspoliticscarneyiranliberalcaucuscmprss,Neutral
